corpus,section,subsection,bucket,priority,title,org,authors,year,url,verified,relevance,license,est_chunks,include,notes,status,raw_path,extracted_path,bytes,chars,error
Platforms,Section J — PLAN Surface & Subsurface,J3 — Destroyers & Frigates,platform_plan,P1,Type 055 destroyer,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Type_055_destroyer,Y,Renhai-class cruiser (OSD); 112-cell VLS; Type 346B AESA; HHQ-9B/YJ-18A/YJ-21; BMD capability; flagship of PLAN surface forces,Wikipedia (CC BY-SA 4.0),10,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-055-destroyer-be7e5082.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-055-destroyer-be7e5082.txt,6717,6707,
Platforms,Section J — PLAN Surface & Subsurface,J3 — Destroyers & Frigates,platform_plan,P1,Type 056A corvette,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Type_056_corvette,,Jiangdao-class corvette; 60+ built; YJ-83 AShM; towed sonar; coastal defense and EEZ patrol fires,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-056a-corvette-3b3f215b.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-056a-corvette-3b3f215b.txt,6011,5997,
Platforms,Section J — PLAN Surface & Subsurface,J3 — Destroyers & Frigates,platform_plan,P1,Type 052D destroyer,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Type_052D_destroyer,,Luyang III-class DDG; 64-cell VLS; Type 346A AESA; HHQ-9A/YJ-18/CJ-10; 25+ in service; primary PLAN surface fires,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-052d-destroyer-2e8acb08.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-052d-destroyer-2e8acb08.txt,3529,3517,
Platforms,Section J — PLAN Surface & Subsurface,J4 — Submarines,platform_plan,P1,Type 093 (Shang-class) SSN,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Shang-class_submarine,,Type 093/093A/093B; YJ-18A land-attack/AShM; torpedo; primary PLAN nuclear attack submarine; anti-carrier mission,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-093-shang-class-ssn-b0646544.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-093-shang-class-ssn-b0646544.txt,5280,5280,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K3 — Cruise Missiles,platform_plarf,P1,CJ-10 (DH-10) land-attack cruise missile,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/CJ-10,,"CJ-10/CJ-10A LACM; 1,500-2,000 km range; terrain-following; ground-launched and H-6K air-launched (CJ-20); near-Kh-55 class",Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/cj-10-dh-10-land-attack-cruise-missile-1b3d1e8a.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/cj-10-dh-10-land-attack-cruise-missile-1b3d1e8a.txt,4063,4037,
Platforms,Section J — PLAN Surface & Subsurface,J4 — Submarines,platform_plan,P1,Type 094 (Jin-class) SSBN,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Jin-class_submarine,Y,Type 094/094A; JL-2/JL-3 SLBM; 6 operational; sea-based nuclear deterrent; PLAN second-strike capability; nuclear fires planning,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-094-jin-class-ssbn-5f2c9d2d.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-094-jin-class-ssbn-5f2c9d2d.txt,3486,3478,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K3 — Cruise Missiles,platform_plarf,P1,DF-100 / CJ-100,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-100,,"CJ-100/DF-100 ground-launched cruise missile; ~2,000 km range; supersonic terminal phase; 2019 parade debut; standoff precision strike",Wikipedia (CC BY-SA 4.0),4,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-100-cj-100-5eaa95f3.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-100-cj-100-5eaa95f3.txt,1059,1047,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K2 — MRBMs / IRBMs / Anti-Ship Ballistic Missiles,platform_plarf,P1,DF-11,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-11,,DF-11/A SRBM; ~800 km range; solid-fuel TEL; PLARF Fujian-area brigades; Taiwan littoral fires,Wikipedia (CC BY-SA 4.0),4,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-11-af70d488.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-11-af70d488.txt,1216,1214,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K2 — MRBMs / IRBMs / Anti-Ship Ballistic Missiles,platform_plarf,P1,DF-15,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-15,,DF-15/B/C SRBM; 600 km; solid-fuel; rapid reload; Taiwan Strait target; MRBM precursor; conventional precision fires,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-15-c338c562.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-15-c338c562.txt,2760,2740,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K2 — MRBMs / IRBMs / Anti-Ship Ballistic Missiles,platform_plarf,P1,DF-17,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-17,Y,"DF-17 with DF-ZF HGV; ~2,000 km range; Mach 5-10 glide; terminal maneuver; defeats current TMD; first operational HGV system",Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-17-14032162.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-17-14032162.txt,3000,2980,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K2 — MRBMs / IRBMs / Anti-Ship Ballistic Missiles,platform_plarf,P1,DF-26 (CSS-18),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-26,,"DF-26; 4,000 km range; dual conventional/nuclear; anti-ship variant (DF-26B); Guam Express; intermediate-range threat to Guam",Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-26-css-18-435e078b.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-26-css-18-435e078b.txt,3006,2998,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K1 — ICBMs,platform_plarf,P1,DF-5,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-5,,"DF-5B/C (MIRVed); liquid-fuel silo-based ICBM; 13,000+ km range; MRV/MIRV upgrades; PLARF oldest ICBM still operational",Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-5-b8e51957.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-5-b8e51957.txt,4361,4312,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K1 — ICBMs,platform_plarf,P1,DF-31,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-31,,"DF-31/AG; solid-fuel road-mobile ICBM; ~11,200 km range; penetration aids; first mobile ICBM giving PLARF survivability",Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-31-b254a53f.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-31-b254a53f.txt,3520,3505,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K2 — MRBMs / IRBMs / Anti-Ship Ballistic Missiles,platform_plarf,P1,DF-16,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-16,,"DF-16/G; solid-fuel SRBM/MRBM; 800-1,000 km; precision-guided conventional; terminal maneuver; Taiwanese and Guam target range",Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-16-a6aad099.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-16-a6aad099.txt,14615,14555,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K1 — ICBMs,platform_plarf,P1,DF-41,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-41,,"DF-41; solid-fuel MIRV ICBM; 12,000–15,000 km range; road/rail/silo; can carry 10 MIRVs; most capable PLARF ICBM; silo construction at Yumen/Hami",Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-41-c2661996.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-41-c2661996.txt,3493,3485,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K5 — Surface-to-Air Missiles (PLA IADS),platform_plarf,P1,HQ-16,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/HQ-16,,Buk-M1 derived medium-range SAM; 40 km range; land and naval (HHQ-16) version; Type 052D/054A shipboard air defense,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/hq-16-055d96e4.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/hq-16-055d96e4.txt,1944,1926,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K2 — MRBMs / IRBMs / Anti-Ship Ballistic Missiles,platform_plarf,P1,DF-21 (CSS-5),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/DF-21,Y,"DF-21A/C/D; solid-fuel MRBM; DF-21D ASBM (1,500 km, maneuvering RV targeting CVN); CSS-5 Mod 5; carrier-killer; A2/AD centerpiece",Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/df-21-css-5-4a134690.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/df-21-css-5-4a134690.txt,13739,13720,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K5 — Surface-to-Air Missiles (PLA IADS),platform_plarf,P1,HQ-19 (BMD variant),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/HQ-19,,Ballistic missile defense SAM; HQ-9 family descendant; terminal-phase intercept; endo-atmospheric THAAD-class capability development,Wikipedia (CC BY-SA 4.0),4,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/hq-19-bmd-variant-89519626.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/hq-19-bmd-variant-89519626.txt,2533,2523,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K5 — Surface-to-Air Missiles (PLA IADS),platform_plarf,P1,HQ-22,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/HQ-22,,Long-range SAM; export designation FK-3; S-300P class; 170 km range; lower tier PLA integrated IADS; Serbia operated,Wikipedia (CC BY-SA 4.0),4,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/hq-22-f8cdf59f.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/hq-22-f8cdf59f.txt,1968,1958,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K5 — Surface-to-Air Missiles (PLA IADS),platform_plarf,P1,HQ-9,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/HQ-9,,HQ-9/9B/9BE; S-300P-derived; 200 km range (HQ-9B); active radar homing; multi-target engagement; backbone of PLA A2/AD IADS,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/hq-9-468b8a95.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/hq-9-468b8a95.txt,7284,7229,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K4 — Anti-Ship Missiles,platform_plarf,P1,YJ-100,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/YJ-100,,"H-6N air-launched long-range cruise; ~2,000 km range; land attack/AShM; extends PLAN/PLAAF long-range fires reach",Wikipedia (CC BY-SA 4.0),4,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/yj-100-8dc14691.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/yj-100-8dc14691.txt,4063,4037,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K4 — Anti-Ship Missiles,platform_plarf,P1,YJ-12 (Eagle Strike 12),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/YJ-12,,H-6J/JH-7 air-launched; Mach 4; 400 km range; anti-ship; key PLAN/PLAAF AShM threat to CSG,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/yj-12-eagle-strike-12-37ec1d65.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/yj-12-eagle-strike-12-37ec1d65.txt,2962,2943,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K4 — Anti-Ship Missiles,platform_plarf,P1,YJ-83,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/YJ-83,,C-803 export designation; subsonic AShM; Type 022/052/054A launched; 200+ km; most widely fielded PLAN AShM,Wikipedia (CC BY-SA 4.0),4,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/yj-83-2bab9149.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/yj-83-2bab9149.txt,4869,4850,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K4 — Anti-Ship Missiles,platform_plarf,P1,YJ-21 (Eagle Strike 21),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/YJ-21,,"Type 055-launched; hypersonic AShM; Mach 6+ terminal; 1,000+ km range; 2022 test; carrier-killer from surface ship; PLAN A2/AD",Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/yj-21-eagle-strike-21-fb85db65.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/yj-21-eagle-strike-21-fb85db65.txt,2265,2257,
Platforms,Section K — PLA Rocket Force Systems (PLARF),K4 — Anti-Ship Missiles,platform_plarf,P1,YJ-18,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/YJ-18,,Type 093/052D/055 submarine/surface-launched; 540 km range; subsonic cruise + Mach 3 terminal dash; anti-ship and land attack,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plarf/yj-18-97ebdbfd.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plarf/yj-18-97ebdbfd.txt,2251,2235,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D5 — Combat Systems & Strike Weapons,platform_us_navy,P1,AN/SPY-1 radar,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/AN/SPY-1,,Phased array S-band radar for Aegis; SPY-1A/B/D(V); track-while-scan; 100+ simultaneous tracks; air/surface/sub-surface cuing,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/an-spy-1-radar-61b17abf.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/an-spy-1-radar-61b17abf.txt,8626,8612,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D5 — Combat Systems & Strike Weapons,platform_us_navy,P1,AN/SPY-6 Air and Missile Defense Radar,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/AN/SPY-6,,"Raytheon S-band AESA; DDG Flight III; 35× sensitivity gain over SPY-1D; volume search, BMD, terminal mode; critical for IAMD fires",Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/an-spy-6-air-and-missile-defense-radar-bb2b7ea9.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/an-spy-6-air-and-missile-defense-radar-bb2b7ea9.txt,7798,7798,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D5 — Combat Systems & Strike Weapons,platform_us_navy,P1,Aegis Combat System,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Aegis_Combat_System,Y,Baseline 9/10/CU; command and decision (C&D); engage-on-remote (EOR); Aegis BMD; C2 architecture for surface fires,Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/aegis-combat-system-5fafcf8f.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/aegis-combat-system-5fafcf8f.txt,25747,25687,
Platforms,Section E — US Army Fires Platforms & Sensors,E2 — Rocket Artillery & Missiles,platform_us_army_fires,P1,M142 HIMARS,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/M142_HIMARS,Y,"High Mobility Artillery Rocket System; GMLRS, ATACMS, PrSM; single-pod launcher on FMTV; C-130 deployable; foundational for joint fires deep strike",Wikipedia (CC BY-SA 4.0),10,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_army_fires/m142-himars-ccb42846.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_army_fires/m142-himars-ccb42846.txt,33539,33474,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D4 — Aircraft Carriers & Amphibious Ships,platform_us_navy,P1,America-class amphibious assault ship,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/America-class_amphibious_assault_ship,,"LHA-6/7 (aviation-centric); F-35B, MV-22, AH-1Z; Amphibious Ready Group (ARG); Marine fires platform for EABO",Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/america-class-amphibious-assault-ship-7266a0ff.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/america-class-amphibious-assault-ship-7266a0ff.txt,11103,11101,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D5 — Combat Systems & Strike Weapons,platform_us_navy,P1,Cooperative Engagement Capability (CEC),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Cooperative_Engagement_Capability,,CEC/NIFC-CA network; distributed netted fire control; engage-on-remote; allows E-2D to cue SM-6 from DDG/CG; joint fires integration,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/cooperative-engagement-capability-cec-9becc0c4.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/cooperative-engagement-capability-cec-9becc0c4.txt,7207,7201,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D3 — Submarines,platform_us_navy,P1,Columbia-class submarine,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Columbia-class_submarine,,SSBN-826 next-generation SSBN; life-of-core reactor; D5LE2 Trident II; nuclear deterrence; replaces Ohio SSBN from 2031,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/columbia-class-submarine-52e65c47.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/columbia-class-submarine-52e65c47.txt,11399,11393,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D1 — Destroyers & Cruisers,platform_us_navy,P1,Arleigh Burke-class destroyer,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Arleigh_Burke-class_destroyer,Y,"DDG Flight I/II/IIA/III; Aegis Baseline 9/10; AN/SPY-1D/SPY-6(V)1; VLS Mk-41; Tomahawk, SM-6, ESSM; primary USN surface fires platform",Wikipedia (CC BY-SA 4.0),15,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/arleigh-burke-class-destroyer-27de32a4.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/arleigh-burke-class-destroyer-27de32a4.txt,43193,43158,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D1 — Destroyers & Cruisers,platform_us_navy,P1,Constellation-class frigate,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Constellation-class_frigate,,FFG(X); AN/SPY-6(V)3; 32-cell Mk-41 VLS; SM-6/ESSMBlock2/LRASM; future surface fires complement to DDG fleet,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/constellation-class-frigate-f7c06a00.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/constellation-class-frigate-f7c06a00.txt,8146,8145,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D4 — Aircraft Carriers & Amphibious Ships,platform_us_navy,P1,Expeditionary Sea Base,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Expeditionary_Sea_Base,,ESB-class; forward logistics/SOF; MH-60S/MQ-8; Distributed Maritime Operations (DMO) support node; enables Pacific EABO fires,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/expeditionary-sea-base-4f3b4ff1.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/expeditionary-sea-base-4f3b4ff1.txt,15190,15190,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D2 — Littoral Combat Ships,platform_us_navy,P1,Freedom-class littoral combat ship,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Freedom-class_littoral_combat_ship,,"LCS-1 class; surface warfare, mine countermeasure, ASW mission modules; Lockheed Martin; decommissioning context for fleet posture",Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/freedom-class-littoral-combat-ship-22638867.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/freedom-class-littoral-combat-ship-22638867.txt,23874,23858,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D4 — Aircraft Carriers & Amphibious Ships,platform_us_navy,P1,Gerald R. Ford-class aircraft carrier,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Gerald_R._Ford-class_aircraft_carrier,,"CVN-78; EMALS, AAG, AN/SPY-3/6; 75+ aircraft; Dual Band Radar; CEC; primary carrier strike group (CSG) nucleus",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/gerald-r-ford-class-aircraft-carrier-494d3d1a.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/gerald-r-ford-class-aircraft-carrier-494d3d1a.txt,20107,20100,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D5 — Combat Systems & Strike Weapons,platform_us_navy,P1,Mk 41 Vertical Launching System,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Mk_41_Vertical_Launching_System,,"Strike-length/tactical-length VLS; SM-2/3/6, Tomahawk, ASROC, ESSM; universal surface fires launcher; allied interoperability",Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/mk-41-vertical-launching-system-30b02962.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/mk-41-vertical-launching-system-30b02962.txt,9746,9728,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D2 — Littoral Combat Ships,platform_us_navy,P1,Independence-class littoral combat ship,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Independence-class_littoral_combat_ship,,"LCS-2 trimaran; General Dynamics; SURFASS sonar, over-the-horizon Hellfire (LRASM integration studies), mine hunting; Pacific theater relevance",Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/independence-class-littoral-combat-ship-352f274e.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/independence-class-littoral-combat-ship-352f274e.txt,22388,22380,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D1 — Destroyers & Cruisers,platform_us_navy,P1,Ticonderoga-class cruiser,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Ticonderoga-class_cruiser,,"CG-47 class; Aegis CMS Baseline 7; AN/SPY-1A/B; 122-cell Mk-41 VLS; Tomahawk LACM/TLAM, SM-2/3; phased retirement context",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/ticonderoga-class-cruiser-ff522c98.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/ticonderoga-class-cruiser-ff522c98.txt,17845,17839,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D3 — Submarines,platform_us_navy,P1,Ohio-class submarine,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Ohio-class_submarine,,SSBN/SSGN; converted SSGNs carry 154 Tomahawk + SDV/SEAL delivery; SSBN nuclear triad leg; OPLANS and nuclear fires,Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/ohio-class-submarine-cb3f82e4.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/ohio-class-submarine-cb3f82e4.txt,12942,12934,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D4 — Aircraft Carriers & Amphibious Ships,platform_us_navy,P1,San Antonio-class amphibious transport dock,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/San_Antonio-class_amphibious_transport_dock,,LPD-17; AN/SPS-73; Mk-46 30mm; LCAC; forcible entry fires integration; Expeditionary Strike Group (ESG) component,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/san-antonio-class-amphibious-transport-dock-d2e40f9f.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/san-antonio-class-amphibious-transport-dock-d2e40f9f.txt,10427,10423,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D5 — Combat Systems & Strike Weapons,platform_us_navy,P1,Tomahawk cruise missile,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Tomahawk_cruise_missile,Y,"BGM-109 TLAM; Block IV/V/Va/Vb; DSMAC, GPS, INS; 1,000 nm range; anti-ship Tomahawk (Block Va); subsurface and surface launch",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/tomahawk-cruise-missile-dcb6a1aa.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/tomahawk-cruise-missile-dcb6a1aa.txt,37876,37806,
Platforms,Section D — US Naval Surface Combatants & Strike Platforms,D4 — Aircraft Carriers & Amphibious Ships,platform_us_navy,P1,Wasp-class amphibious assault ship,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Wasp-class_amphibious_assault_ship,,"LHD-1 class; F-35B capable (modified decks); LCAC, LCU, CH-53; ARG/MEU fires node; decommissioning context",Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_navy/wasp-class-amphibious-assault-ship-2478d454.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_navy/wasp-class-amphibious-assault-ship-2478d454.txt,6535,6535,
